,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Down The Memory Lane - Ambient Rework,0.21,0.363,5.0,-15.519,0.0,0.0336,0.653,0.989,0.105,0.0395,90.885,audio_features,7nad4FdiHw5Uk7iOvO2pov,spotify:track:7nad4FdiHw5Uk7iOvO2pov,https://api.spotify.com/v1/tracks/7nad4FdiHw5Uk7iOvO2pov,https://api.spotify.com/v1/audio-analysis/7nad4FdiHw5Uk7iOvO2pov,189333.0,4.0
Voice of the Moon (feat. Manu Delago) (Live),0.372,0.397,10.0,-11.775,1.0,0.033,0.0796,0.191,0.693,0.186,115.988,audio_features,0N3I5KRq9XzRw0Hrj2S4ct,spotify:track:0N3I5KRq9XzRw0Hrj2S4ct,https://api.spotify.com/v1/tracks/0N3I5KRq9XzRw0Hrj2S4ct,https://api.spotify.com/v1/audio-analysis/0N3I5KRq9XzRw0Hrj2S4ct,640699.0,4.0
And This Is How It Ends,0.42,0.0745,1.0,-25.421,0.0,0.0381,0.99,0.881,0.107,0.176,133.037,audio_features,3Yr28uYD2q4KjIkHFnLhcV,spotify:track:3Yr28uYD2q4KjIkHFnLhcV,https://api.spotify.com/v1/tracks/3Yr28uYD2q4KjIkHFnLhcV,https://api.spotify.com/v1/audio-analysis/3Yr28uYD2q4KjIkHFnLhcV,249813.0,3.0
Desolate Ways,0.312,0.386,3.0,-13.405,0.0,0.0425,0.487,0.635,0.106,0.383,127.964,audio_features,1zA1xc9CxnJj1Wn5HlSq6k,spotify:track:1zA1xc9CxnJj1Wn5HlSq6k,https://api.spotify.com/v1/tracks/1zA1xc9CxnJj1Wn5HlSq6k,https://api.spotify.com/v1/audio-analysis/1zA1xc9CxnJj1Wn5HlSq6k,100947.0,4.0
All About You,0.645,0.895,8.0,-3.78,1.0,0.0522,0.0518,0.0843,0.106,0.549,102.005,audio_features,5ug2bpyUHVOR7Y3TUPH3J7,spotify:track:5ug2bpyUHVOR7Y3TUPH3J7,https://api.spotify.com/v1/tracks/5ug2bpyUHVOR7Y3TUPH3J7,https://api.spotify.com/v1/audio-analysis/5ug2bpyUHVOR7Y3TUPH3J7,216778.0,4.0
05: Advent of Code,,,,,,,,,,,,,,,,,,
Ghosts Again,0.589,0.748,6.0,-4.767,0.0,0.0259,0.000438,0.0349,0.16,0.334,115.01,audio_features,3TiVl5igD6Z5Pw6R5sp8YV,spotify:track:3TiVl5igD6Z5Pw6R5sp8YV,https://api.spotify.com/v1/tracks/3TiVl5igD6Z5Pw6R5sp8YV,https://api.spotify.com/v1/audio-analysis/3TiVl5igD6Z5Pw6R5sp8YV,238946.0,4.0
Bipolar Universe,,,,,,,,,,,,,,,,,,
Dhoondti Firaan,0.569,0.503,5.0,-9.587,1.0,0.0338,0.407,0.00082,0.128,0.207,108.068,audio_features,4FCQpk4QKSZVs7MniDM5Yv,spotify:track:4FCQpk4QKSZVs7MniDM5Yv,https://api.spotify.com/v1/tracks/4FCQpk4QKSZVs7MniDM5Yv,https://api.spotify.com/v1/audio-analysis/4FCQpk4QKSZVs7MniDM5Yv,226874.0,4.0
Montana,,,,,,,,,,,,,,,,,,
The Odd Lion,0.646,0.443,0.0,-10.395,0.0,0.0365,0.714,0.68,0.0988,0.138,83.988,audio_features,5rnK0RC876CGsvAq2YB2dd,spotify:track:5rnK0RC876CGsvAq2YB2dd,https://api.spotify.com/v1/tracks/5rnK0RC876CGsvAq2YB2dd,https://api.spotify.com/v1/audio-analysis/5rnK0RC876CGsvAq2YB2dd,240000.0,4.0
Better Days,0.703,0.461,5.0,-10.581,0.0,0.0341,0.402,9.75e-05,0.114,0.39,99.941,audio_features,1FtYN2OwwvNgxfqf5XsD6M,spotify:track:1FtYN2OwwvNgxfqf5XsD6M,https://api.spotify.com/v1/tracks/1FtYN2OwwvNgxfqf5XsD6M,https://api.spotify.com/v1/audio-analysis/1FtYN2OwwvNgxfqf5XsD6M,187919.0,4.0
Once Upon the Sea of Blissful Awareness,,,,,,,,,,,,,,,,,,
Antique Cicada,0.633,0.797,0.0,-9.569,1.0,0.0535,0.171,0.674,0.126,0.0382,124.006,audio_features,1ab2JetWE6vseIU7bswc1y,spotify:track:1ab2JetWE6vseIU7bswc1y,https://api.spotify.com/v1/tracks/1ab2JetWE6vseIU7bswc1y,https://api.spotify.com/v1/audio-analysis/1ab2JetWE6vseIU7bswc1y,298320.0,4.0
Higher in Love,0.566,0.661,4.0,-6.704,0.0,0.169,0.226,0.0,0.112,0.532,87.802,audio_features,2SL8izibBIbLttLhrcxJ35,spotify:track:2SL8izibBIbLttLhrcxJ35,https://api.spotify.com/v1/tracks/2SL8izibBIbLttLhrcxJ35,https://api.spotify.com/v1/audio-analysis/2SL8izibBIbLttLhrcxJ35,242045.0,4.0
Mamba,0.624,0.629,5.0,-10.556,0.0,0.0302,0.168,0.9,0.107,0.0793,111.005,audio_features,25FtXwZ4xwiqds6PBe4AsD,spotify:track:25FtXwZ4xwiqds6PBe4AsD,https://api.spotify.com/v1/tracks/25FtXwZ4xwiqds6PBe4AsD,https://api.spotify.com/v1/audio-analysis/25FtXwZ4xwiqds6PBe4AsD,287777.0,4.0
Rootha Yaar (feat Sukanya),0.475,0.693,8.0,-3.919,1.0,0.0267,0.00162,4.76e-05,0.158,0.146,91.987,audio_features,505geUMqxCXcDLdrj3c66i,spotify:track:505geUMqxCXcDLdrj3c66i,https://api.spotify.com/v1/tracks/505geUMqxCXcDLdrj3c66i,https://api.spotify.com/v1/audio-analysis/505geUMqxCXcDLdrj3c66i,255278.0,4.0
Sochna Kya - Instrumental,0.289,0.0536,5.0,-15.224,1.0,0.038,0.959,0.00016,0.239,0.227,134.304,audio_features,44Ko7CyrOQ6tdAQQFt27Xj,spotify:track:44Ko7CyrOQ6tdAQQFt27Xj,https://api.spotify.com/v1/tracks/44Ko7CyrOQ6tdAQQFt27Xj,https://api.spotify.com/v1/audio-analysis/44Ko7CyrOQ6tdAQQFt27Xj,87853.0,4.0
Khoyo - Kahani Remix,0.782,0.646,4.0,-8.811,0.0,0.0427,0.0111,0.925,0.101,0.566,123.966,audio_features,3gvdA4smQ3Anjl2Lp4T85Z,spotify:track:3gvdA4smQ3Anjl2Lp4T85Z,https://api.spotify.com/v1/tracks/3gvdA4smQ3Anjl2Lp4T85Z,https://api.spotify.com/v1/audio-analysis/3gvdA4smQ3Anjl2Lp4T85Z,216774.0,4.0
Nyakua,,,,,,,,,,,,,,,,,,
Be Still,0.548,0.254,3.0,-8.981,1.0,0.0314,0.59,1.55e-05,0.0937,0.0386,143.769,audio_features,1B5tiGNcOHERcXcBHiL6Xs,spotify:track:1B5tiGNcOHERcXcBHiL6Xs,https://api.spotify.com/v1/tracks/1B5tiGNcOHERcXcBHiL6Xs,https://api.spotify.com/v1/audio-analysis/1B5tiGNcOHERcXcBHiL6Xs,273240.0,4.0
Hare Krishna (feat. Krishna Das & Jai Uttal),0.477,0.425,0.0,-13.631,1.0,0.0371,0.725,0.00656,0.484,0.119,109.914,audio_features,4tRVlWYsfjDFtxqQqC99Y7,spotify:track:4tRVlWYsfjDFtxqQqC99Y7,https://api.spotify.com/v1/tracks/4tRVlWYsfjDFtxqQqC99Y7,https://api.spotify.com/v1/audio-analysis/4tRVlWYsfjDFtxqQqC99Y7,595200.0,4.0
I Want You,0.58,0.846,9.0,-2.876,0.0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,audio_features,1JDIArrcepzWDTAWXdGYmP,spotify:track:1JDIArrcepzWDTAWXdGYmP,https://api.spotify.com/v1/tracks/1JDIArrcepzWDTAWXdGYmP,https://api.spotify.com/v1/audio-analysis/1JDIArrcepzWDTAWXdGYmP,240000.0,4.0
Birds and Smoke,0.683,0.488,9.0,-11.309,0.0,0.0321,0.00735,0.866,0.123,0.113,110.993,audio_features,6gFvgBSlJFjC4pswZJKSx6,spotify:track:6gFvgBSlJFjC4pswZJKSx6,https://api.spotify.com/v1/tracks/6gFvgBSlJFjC4pswZJKSx6,https://api.spotify.com/v1/audio-analysis/6gFvgBSlJFjC4pswZJKSx6,368586.0,4.0
Atarca,0.89,0.708,8.0,-10.108,1.0,0.0525,0.145,0.883,0.113,0.166,105.996,audio_features,65VXCl1EaNIirUxRuoyQi9,spotify:track:65VXCl1EaNIirUxRuoyQi9,https://api.spotify.com/v1/tracks/65VXCl1EaNIirUxRuoyQi9,https://api.spotify.com/v1/audio-analysis/65VXCl1EaNIirUxRuoyQi9,384903.0,4.0
As it Was,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303.0,4.0
Fyna,0.213,0.00897,7.0,-34.926,1.0,0.0394,0.901,0.819,0.108,0.11,67.309,audio_features,6l0hNEgi62kkGZ69RuVblp,spotify:track:6l0hNEgi62kkGZ69RuVblp,https://api.spotify.com/v1/tracks/6l0hNEgi62kkGZ69RuVblp,https://api.spotify.com/v1/audio-analysis/6l0hNEgi62kkGZ69RuVblp,158866.0,5.0
Every Piece Matters,0.673,0.644,1.0,-8.158,1.0,0.0275,0.0872,0.661,0.25,0.604,109.999,audio_features,1kuUcD74m4Pqmu3LYjNvMo,spotify:track:1kuUcD74m4Pqmu3LYjNvMo,https://api.spotify.com/v1/tracks/1kuUcD74m4Pqmu3LYjNvMo,https://api.spotify.com/v1/audio-analysis/1kuUcD74m4Pqmu3LYjNvMo,220213.0,4.0
Intermezzo,0.593,0.0294,2.0,-34.623,0.0,0.0674,0.918,0.861,0.105,0.619,110.562,audio_features,3iZQ1x0ZCvLRXGMRxKdFss,spotify:track:3iZQ1x0ZCvLRXGMRxKdFss,https://api.spotify.com/v1/tracks/3iZQ1x0ZCvLRXGMRxKdFss,https://api.spotify.com/v1/audio-analysis/3iZQ1x0ZCvLRXGMRxKdFss,144067.0,4.0
Sunrise From The Treetops,0.709,0.394,7.0,-15.57,0.0,0.0415,0.741,0.914,0.103,0.0842,126.008,audio_features,3Bg9XGGv7IyM9AD4Cjq8ed,spotify:track:3Bg9XGGv7IyM9AD4Cjq8ed,https://api.spotify.com/v1/tracks/3Bg9XGGv7IyM9AD4Cjq8ed,https://api.spotify.com/v1/audio-analysis/3Bg9XGGv7IyM9AD4Cjq8ed,488571.0,3.0
Magare,,,,,,,,,,,,,,,,,,
Aura,0.684,0.604,11.0,-9.088,0.0,0.0471,0.00487,0.887,0.0456,0.364,123.0,audio_features,0B2GWovtxzsh0a02PBbNl7,spotify:track:0B2GWovtxzsh0a02PBbNl7,https://api.spotify.com/v1/tracks/0B2GWovtxzsh0a02PBbNl7,https://api.spotify.com/v1/audio-analysis/0B2GWovtxzsh0a02PBbNl7,521402.0,4.0
Cassiopeia II,,,,,,,,,,,,,,,,,,
"Mantra-Lounge ( Om Gang Ganapataye Namah), Pt. 1",0.299,0.084,8.0,-18.647,1.0,0.0458,0.89,0.01,0.115,0.0833,137.829,audio_features,4gYWFT2KEk9qWyLYx5V2p9,spotify:track:4gYWFT2KEk9qWyLYx5V2p9,https://api.spotify.com/v1/tracks/4gYWFT2KEk9qWyLYx5V2p9,https://api.spotify.com/v1/audio-analysis/4gYWFT2KEk9qWyLYx5V2p9,434992.0,4.0
Pájaro Azul - Jamie Stevens Deeper Vocal Mix,0.677,0.808,7.0,-11.293,1.0,0.0406,0.000725,0.802,0.126,0.0517,118.008,audio_features,3YJf0AIMrt9mU35QrBjFxt,spotify:track:3YJf0AIMrt9mU35QrBjFxt,https://api.spotify.com/v1/tracks/3YJf0AIMrt9mU35QrBjFxt,https://api.spotify.com/v1/audio-analysis/3YJf0AIMrt9mU35QrBjFxt,439335.0,4.0
Astitva,,,,,,,,,,,,,,,,,,
Worship,,,,,,,,,,,,,,,,,,
Target,,,,,,,,,,,,,,,,,,
Lightchaser - Late Night Drive Version,0.393,0.525,6.0,-15.11,0.0,0.0414,0.284,0.887,0.066,0.0933,179.999,audio_features,3HV44SUYQwZZsNxqObhHsf,spotify:track:3HV44SUYQwZZsNxqObhHsf,https://api.spotify.com/v1/tracks/3HV44SUYQwZZsNxqObhHsf,https://api.spotify.com/v1/audio-analysis/3HV44SUYQwZZsNxqObhHsf,234667.0,4.0
Some Lovin',0.758,0.959,11.0,-5.014,1.0,0.0411,0.0337,5.85e-06,0.189,0.534,127.995,audio_features,79TzbT66Ups5jTO1RL9C83,spotify:track:79TzbT66Ups5jTO1RL9C83,https://api.spotify.com/v1/tracks/79TzbT66Ups5jTO1RL9C83,https://api.spotify.com/v1/audio-analysis/79TzbT66Ups5jTO1RL9C83,220027.0,4.0
Le canal du Bosphore - Cinematic,0.407,0.347,0.0,-16.397,0.0,0.0359,0.939,0.946,0.102,0.113,110.009,audio_features,00pyVYLcBuDrpCLmN4kox1,spotify:track:00pyVYLcBuDrpCLmN4kox1,https://api.spotify.com/v1/tracks/00pyVYLcBuDrpCLmN4kox1,https://api.spotify.com/v1/audio-analysis/00pyVYLcBuDrpCLmN4kox1,201420.0,4.0
Rotunda,0.604,0.859,10.0,-5.741,0.0,0.0757,0.00116,0.611,0.185,0.174,132.049,audio_features,4eckgM4I0BBysIOPB2DRZ3,spotify:track:4eckgM4I0BBysIOPB2DRZ3,https://api.spotify.com/v1/tracks/4eckgM4I0BBysIOPB2DRZ3,https://api.spotify.com/v1/audio-analysis/4eckgM4I0BBysIOPB2DRZ3,122787.0,4.0
How Will Your God Judge You,0.17,0.115,2.0,-22.879,0.0,0.049,0.949,0.794,0.176,0.0329,69.547,audio_features,2gvsTYsuCYA4q1tceXRx2r,spotify:track:2gvsTYsuCYA4q1tceXRx2r,https://api.spotify.com/v1/tracks/2gvsTYsuCYA4q1tceXRx2r,https://api.spotify.com/v1/audio-analysis/2gvsTYsuCYA4q1tceXRx2r,60453.0,3.0
Om Ganesha,0.6,0.652,7.0,-8.825,1.0,0.0407,0.106,0.00159,0.116,0.335,80.006,audio_features,3Fl9HMWtUoek7Hck2yPuKe,spotify:track:3Fl9HMWtUoek7Hck2yPuKe,https://api.spotify.com/v1/tracks/3Fl9HMWtUoek7Hck2yPuKe,https://api.spotify.com/v1/audio-analysis/3Fl9HMWtUoek7Hck2yPuKe,353294.0,4.0
Fractal Forms,0.551,0.923,7.0,-6.258,1.0,0.0513,0.000745,0.767,0.149,0.444,115.991,audio_features,63ad26ATXX70Ra2GxCPvvx,spotify:track:63ad26ATXX70Ra2GxCPvvx,https://api.spotify.com/v1/tracks/63ad26ATXX70Ra2GxCPvvx,https://api.spotify.com/v1/audio-analysis/63ad26ATXX70Ra2GxCPvvx,235862.0,4.0
The Prophecy,,,,,,,,,,,,,,,,,,
Speedom (Wwc2),0.708,0.934,10.0,-3.512,0.0,0.133,0.11,0.0,0.27,0.736,130.091,audio_features,33MpATo5CCG2ennj6LAlYq,spotify:track:33MpATo5CCG2ennj6LAlYq,https://api.spotify.com/v1/tracks/33MpATo5CCG2ennj6LAlYq,https://api.spotify.com/v1/audio-analysis/33MpATo5CCG2ennj6LAlYq,295307.0,4.0
Split Screen Sadness,0.635,0.789,7.0,-3.969,1.0,0.024,0.0249,1.73e-05,0.149,0.331,107.989,audio_features,2eMVogxm08LgfgnWpahooV,spotify:track:2eMVogxm08LgfgnWpahooV,https://api.spotify.com/v1/tracks/2eMVogxm08LgfgnWpahooV,https://api.spotify.com/v1/audio-analysis/2eMVogxm08LgfgnWpahooV,306333.0,4.0
The Moment,0.547,0.827,7.0,-6.036,1.0,0.0468,0.000296,0.101,0.0858,0.451,119.089,audio_features,1UYj8qTWjneZJDVjUMwMub,spotify:track:1UYj8qTWjneZJDVjUMwMub,https://api.spotify.com/v1/tracks/1UYj8qTWjneZJDVjUMwMub,https://api.spotify.com/v1/audio-analysis/1UYj8qTWjneZJDVjUMwMub,255413.0,4.0
Under the Tree,,,,,,,,,,,,,,,,,,
Move on Up,0.626,0.585,9.0,-15.708,0.0,0.0372,0.544,0.91,0.0699,0.142,114.995,audio_features,6ttngSIXoHKAxkJ4AauyDO,spotify:track:6ttngSIXoHKAxkJ4AauyDO,https://api.spotify.com/v1/tracks/6ttngSIXoHKAxkJ4AauyDO,https://api.spotify.com/v1/audio-analysis/6ttngSIXoHKAxkJ4AauyDO,294888.0,4.0
Waiting Phase Two,,,,,,,,,,,,,,,,,,
I Am - Krishan Liquid Mix,,,,,,,,,,,,,,,,,,
Breathing,0.598,0.561,11.0,-11.421,0.0,0.0511,0.0229,0.557,0.109,0.0385,182.988,audio_features,1MvLmHeLkaNgUScgbUVnWJ,spotify:track:1MvLmHeLkaNgUScgbUVnWJ,https://api.spotify.com/v1/tracks/1MvLmHeLkaNgUScgbUVnWJ,https://api.spotify.com/v1/audio-analysis/1MvLmHeLkaNgUScgbUVnWJ,222606.0,3.0
Falling Star,0.702,0.768,2.0,-6.518,1.0,0.084,0.344,0.0,0.285,0.471,93.961,audio_features,7B9G9HpgFIdE74XvC4PXV5,spotify:track:7B9G9HpgFIdE74XvC4PXV5,https://api.spotify.com/v1/tracks/7B9G9HpgFIdE74XvC4PXV5,https://api.spotify.com/v1/audio-analysis/7B9G9HpgFIdE74XvC4PXV5,181277.0,4.0
Day and Night,0.808,0.659,7.0,-5.052,0.0,0.0522,0.0489,0.411,0.104,0.378,121.999,audio_features,5Jpid4VEaV6UBt1XTpGcbX,spotify:track:5Jpid4VEaV6UBt1XTpGcbX,https://api.spotify.com/v1/tracks/5Jpid4VEaV6UBt1XTpGcbX,https://api.spotify.com/v1/audio-analysis/5Jpid4VEaV6UBt1XTpGcbX,240065.0,4.0
I Wish You Were Here - Stan Kolev Remix,0.788,0.487,7.0,-11.835,0.0,0.0459,0.0127,0.408,0.101,0.273,123.003,audio_features,4RlJlPaIqYtNpg8nbT3u8G,spotify:track:4RlJlPaIqYtNpg8nbT3u8G,https://api.spotify.com/v1/tracks/4RlJlPaIqYtNpg8nbT3u8G,https://api.spotify.com/v1/audio-analysis/4RlJlPaIqYtNpg8nbT3u8G,443049.0,4.0
Interloper,0.522,0.462,5.0,-11.273,1.0,0.0335,0.674,0.969,0.11,0.104,80.0,audio_features,4MzII8fszi8KkFl1ryv07L,spotify:track:4MzII8fszi8KkFl1ryv07L,https://api.spotify.com/v1/tracks/4MzII8fszi8KkFl1ryv07L,https://api.spotify.com/v1/audio-analysis/4MzII8fszi8KkFl1ryv07L,389326.0,4.0
Boom Shankar,0.766,0.745,7.0,-4.173,1.0,0.0395,0.139,0.33,0.321,0.517,95.034,audio_features,4RVOFKvNboJBHwiEvqBHne,spotify:track:4RVOFKvNboJBHwiEvqBHne,https://api.spotify.com/v1/tracks/4RVOFKvNboJBHwiEvqBHne,https://api.spotify.com/v1/audio-analysis/4RVOFKvNboJBHwiEvqBHne,156631.0,4.0
Brood,0.569,0.708,7.0,-9.951,1.0,0.0342,0.121,0.872,0.121,0.288,139.99,audio_features,2eMZkfZwsQiEwX67b19dv1,spotify:track:2eMZkfZwsQiEwX67b19dv1,https://api.spotify.com/v1/tracks/2eMZkfZwsQiEwX67b19dv1,https://api.spotify.com/v1/audio-analysis/2eMZkfZwsQiEwX67b19dv1,363438.0,4.0
Circle the Sun (feat. East Forest),0.708,0.525,6.0,-11.572,1.0,0.0323,0.0717,0.00564,0.107,0.361,97.009,audio_features,1W8DRuTZrvzNZ7c51ZUD3j,spotify:track:1W8DRuTZrvzNZ7c51ZUD3j,https://api.spotify.com/v1/tracks/1W8DRuTZrvzNZ7c51ZUD3j,https://api.spotify.com/v1/audio-analysis/1W8DRuTZrvzNZ7c51ZUD3j,326598.0,4.0
Om Ganesha (Scott Nice Remix),0.6,0.652,7.0,-8.825,1.0,0.0407,0.106,0.00159,0.116,0.335,80.006,audio_features,3Fl9HMWtUoek7Hck2yPuKe,spotify:track:3Fl9HMWtUoek7Hck2yPuKe,https://api.spotify.com/v1/tracks/3Fl9HMWtUoek7Hck2yPuKe,https://api.spotify.com/v1/audio-analysis/3Fl9HMWtUoek7Hck2yPuKe,353294.0,4.0
and we’ll leave it there…,0.295,0.0809,3.0,-16.686,1.0,0.0408,0.978,5.81e-05,0.0869,0.315,89.163,audio_features,55k261ZvchUvKnC62TYwK9,spotify:track:55k261ZvchUvKnC62TYwK9,https://api.spotify.com/v1/tracks/55k261ZvchUvKnC62TYwK9,https://api.spotify.com/v1/audio-analysis/55k261ZvchUvKnC62TYwK9,219841.0,1.0
Shiva Tandava,0.639,0.45,2.0,-10.094,1.0,0.0916,0.403,0.0,0.0963,0.37,107.557,audio_features,2khY4h0GVdIUb5nXcT7XMJ,spotify:track:2khY4h0GVdIUb5nXcT7XMJ,https://api.spotify.com/v1/tracks/2khY4h0GVdIUb5nXcT7XMJ,https://api.spotify.com/v1/audio-analysis/2khY4h0GVdIUb5nXcT7XMJ,397780.0,3.0
Five to the Sky,,,,,,,,,,,,,,,,,,
Apsara Calling - Original Mix,0.674,0.727,2.0,-9.2,1.0,0.0717,5.51e-05,0.856,0.0827,0.473,160.013,audio_features,7Ct77v7r5GGkStlYMVSu2t,spotify:track:7Ct77v7r5GGkStlYMVSu2t,https://api.spotify.com/v1/tracks/7Ct77v7r5GGkStlYMVSu2t,https://api.spotify.com/v1/audio-analysis/7Ct77v7r5GGkStlYMVSu2t,276051.0,4.0
Simple Things,0.757,0.0875,2.0,-16.76,0.0,0.102,0.939,0.648,0.104,0.223,139.964,audio_features,6XG4aX8uJX0xKel65hASal,spotify:track:6XG4aX8uJX0xKel65hASal,https://api.spotify.com/v1/tracks/6XG4aX8uJX0xKel65hASal,https://api.spotify.com/v1/audio-analysis/6XG4aX8uJX0xKel65hASal,87482.0,4.0
Eleven - Kerabo's Orchestral Intro Edit,0.501,0.556,0.0,-9.531,0.0,0.0358,0.76,0.431,0.251,0.0396,120.007,audio_features,54f3xGuEkMlNQpNwogzBZH,spotify:track:54f3xGuEkMlNQpNwogzBZH,https://api.spotify.com/v1/tracks/54f3xGuEkMlNQpNwogzBZH,https://api.spotify.com/v1/audio-analysis/54f3xGuEkMlNQpNwogzBZH,296000.0,4.0
The Architect - Original Mix,0.53,0.358,9.0,-12.282,0.0,0.0308,0.937,0.882,0.112,0.178,139.896,audio_features,5gbKx5HbbHKZrE8ZrMl85L,spotify:track:5gbKx5HbbHKZrE8ZrMl85L,https://api.spotify.com/v1/tracks/5gbKx5HbbHKZrE8ZrMl85L,https://api.spotify.com/v1/audio-analysis/5gbKx5HbbHKZrE8ZrMl85L,531429.0,4.0
Citrus Garden,,,,,,,,,,,,,,,,,,
I Now You,0.878,0.748,2.0,-4.312,0.0,0.0633,0.0639,0.0554,0.241,0.457,104.999,audio_features,03CL9yY6nYsVuaMNaIe6yo,spotify:track:03CL9yY6nYsVuaMNaIe6yo,https://api.spotify.com/v1/tracks/03CL9yY6nYsVuaMNaIe6yo,https://api.spotify.com/v1/audio-analysis/03CL9yY6nYsVuaMNaIe6yo,149714.0,4.0
Baptism of Solitude,0.423,0.203,0.0,-11.395,0.0,0.0376,0.96,0.804,0.0862,0.121,77.484,audio_features,4fH7O32sBNeiiwltwbtD9W,spotify:track:4fH7O32sBNeiiwltwbtD9W,https://api.spotify.com/v1/tracks/4fH7O32sBNeiiwltwbtD9W,https://api.spotify.com/v1/audio-analysis/4fH7O32sBNeiiwltwbtD9W,370133.0,4.0
West Coast,0.527,0.591,6.0,-7.664,0.0,0.0396,0.194,0.0194,0.0907,0.461,123.167,audio_features,5Y6nVaayzitvsD5F7nr3DV,spotify:track:5Y6nVaayzitvsD5F7nr3DV,https://api.spotify.com/v1/tracks/5Y6nVaayzitvsD5F7nr3DV,https://api.spotify.com/v1/audio-analysis/5Y6nVaayzitvsD5F7nr3DV,256760.0,4.0
Impedance,0.78,0.758,7.0,-9.324,1.0,0.054,0.0667,0.629,0.086,0.03,113.926,audio_features,2uUO8mUT5V7S8pVboEdMmI,spotify:track:2uUO8mUT5V7S8pVboEdMmI,https://api.spotify.com/v1/tracks/2uUO8mUT5V7S8pVboEdMmI,https://api.spotify.com/v1/audio-analysis/2uUO8mUT5V7S8pVboEdMmI,192632.0,4.0
Perceptions,,,,,,,,,,,,,,,,,,
Passing By,0.586,0.426,0.0,-10.904,0.0,0.0242,0.357,0.474,0.0762,0.21,80.941,audio_features,7fGAChEASw3sxA1TFRhPfx,spotify:track:7fGAChEASw3sxA1TFRhPfx,https://api.spotify.com/v1/tracks/7fGAChEASw3sxA1TFRhPfx,https://api.spotify.com/v1/audio-analysis/7fGAChEASw3sxA1TFRhPfx,291040.0,4.0
Iluminar,0.615,0.251,2.0,-16.92,0.0,0.0586,0.911,0.847,0.185,0.471,135.998,audio_features,7q3WyWVrPwfWMRiR2Kqosg,spotify:track:7q3WyWVrPwfWMRiR2Kqosg,https://api.spotify.com/v1/tracks/7q3WyWVrPwfWMRiR2Kqosg,https://api.spotify.com/v1/audio-analysis/7q3WyWVrPwfWMRiR2Kqosg,292059.0,4.0
Are You Not Afraid,0.812,0.844,10.0,-5.104,0.0,0.343,0.101,9.86e-05,0.313,0.934,85.008,audio_features,1jlfeteSyjUxjUTHQP1Bjo,spotify:track:1jlfeteSyjUxjUTHQP1Bjo,https://api.spotify.com/v1/tracks/1jlfeteSyjUxjUTHQP1Bjo,https://api.spotify.com/v1/audio-analysis/1jlfeteSyjUxjUTHQP1Bjo,190930.0,4.0
The Cycle of Being - Ambient Edit,0.17,0.4,6.0,-12.423,1.0,0.0334,0.0421,0.474,0.111,0.0393,107.142,audio_features,2f07d72sTuixKoqsDK3Cc0,spotify:track:2f07d72sTuixKoqsDK3Cc0,https://api.spotify.com/v1/tracks/2f07d72sTuixKoqsDK3Cc0,https://api.spotify.com/v1/audio-analysis/2f07d72sTuixKoqsDK3Cc0,220000.0,4.0
Give Thanks - Master Minded Remix,0.584,0.584,9.0,-10.158,1.0,0.0626,0.00149,0.0893,0.0859,0.184,139.989,audio_features,7nZly3RNF5vZWgmR1S7eeu,spotify:track:7nZly3RNF5vZWgmR1S7eeu,https://api.spotify.com/v1/tracks/7nZly3RNF5vZWgmR1S7eeu,https://api.spotify.com/v1/audio-analysis/7nZly3RNF5vZWgmR1S7eeu,425143.0,4.0
Bad Dreams,0.662,0.845,5.0,-6.173,0.0,0.0352,0.0211,0.108,0.342,0.679,114.957,audio_features,2IwbIGkquI55VOzcWUg8fg,spotify:track:2IwbIGkquI55VOzcWUg8fg,https://api.spotify.com/v1/tracks/2IwbIGkquI55VOzcWUg8fg,https://api.spotify.com/v1/audio-analysis/2IwbIGkquI55VOzcWUg8fg,202502.0,4.0
Cleansing,0.418,0.605,11.0,-5.894,0.0,0.0435,0.00432,0.00788,0.221,0.092,149.868,audio_features,0HuIY4u91UPjUZjQdMTPCr,spotify:track:0HuIY4u91UPjUZjQdMTPCr,https://api.spotify.com/v1/tracks/0HuIY4u91UPjUZjQdMTPCr,https://api.spotify.com/v1/audio-analysis/0HuIY4u91UPjUZjQdMTPCr,270800.0,4.0
Dive,0.761,0.386,4.0,-6.158,1.0,0.0399,0.355,0.0,0.0953,0.526,134.943,audio_features,51ChrwmUPDJvedPQnIU8Ls,spotify:track:51ChrwmUPDJvedPQnIU8Ls,https://api.spotify.com/v1/tracks/51ChrwmUPDJvedPQnIU8Ls,https://api.spotify.com/v1/audio-analysis/51ChrwmUPDJvedPQnIU8Ls,238440.0,3.0
